Date,u,v
13/01/2018 12:00,-0.184281,-0.309761
13/01/2018 12:30,-0.182212,-0.306481
13/01/2018 13:00,-0.237946,-0.404609
13/01/2018 13:30,-0.222461,-0.377597
13/01/2018 14:00,-0.236905,-0.403012
13/01/2018 14:30,-0.192637,-3.25E-01
13/01/2018 15:00,-0.184341,-0.310423
13/01/2018 15:30,-0.114265,-0.189452
13/01/2018 16:00,-0.00799309,-0.0124322
13/01/2018 16:30,7.16E-02,0.115583
13/01/2018 17:00,0.126626,0.213285
13/01/2018 17:30,0.106606,0.182196
13/01/2018 18:00,0.197071,0.350369
13/01/2018 18:30,0.175747,0.312713
13/01/2018 19:00,0.23575,0.440338
13/01/2018 19:30,0.218376,0.406834
13/01/2018 20:00,0.244037,0.48258
13/01/2018 20:30,0.226648,0.44265
13/01/2018 21:00,0.227777,0.478424
13/01/2018 21:30,0.229283,0.441889
13/01/2018 22:00,0.207652,0.390376
13/01/2018 22:30,0.140501,0.264791
13/01/2018 23:00,0.123857,0.241306
13/01/2018 23:30,0.0790892,0.185645
14/01/2018 0:00,0.063626,0.121519
14/01/2018 0:30,0.052789,0.10143
14/01/2018 1:00,0.0960367,0.109969
14/01/2018 1:30,0.0472798,0.0646097
14/01/2018 2:00,0.0883591,0.0877016
14/01/2018 2:30,0.072119,0.0771095
14/01/2018 3:00,0.0218351,0.0363663
14/01/2018 3:30,3.40E-02,0.0508423
14/01/2018 4:00,-0.0530786,-0.0815515
14/01/2018 4:30,-0.0228563,-0.0314303
14/01/2018 5:00,0.012559,0.0193773
14/01/2018 5:30,-0.0171461,-0.0262606
14/01/2018 6:00,0.000486595,0.00342069
14/01/2018 6:30,0.00127792,0.00265401
14/01/2018 7:00,0.0388399,0.0590029
14/01/2018 7:30,-0.052816,-0.0814835
14/01/2018 8:00,0.0390787,0.0582229
14/01/2018 8:30,-0.0197789,-0.0255467
14/01/2018 9:00,0.0448835,0.0613948
14/01/2018 9:30,0.0331789,0.0550829
14/01/2018 10:00,0.0517422,0.0424473
14/01/2018 10:30,0.0421219,0.0463838
14/01/2018 11:00,0.037813,0.0406367
14/01/2018 11:30,0.0288994,0.0297838
14/01/2018 12:00,-0.0383075,-0.059165
14/01/2018 12:30,-0.074236,-0.117753
14/01/2018 13:00,-0.135806,-0.223713
14/01/2018 13:30,-0.141566,-0.234506
14/01/2018 14:00,-0.200671,-0.338376
14/01/2018 14:30,-0.189343,-0.319037
14/01/2018 15:00,-0.225601,-0.38297
14/01/2018 15:30,-0.194212,-0.328141
14/01/2018 16:00,-0.18918,-0.319302
14/01/2018 16:30,-0.136073,-0.226805
14/01/2018 17:00,-0.0742032,-0.120963
14/01/2018 17:30,0.0733863,0.118064
14/01/2018 18:00,0.15355,0.267748
14/01/2018 18:30,0.127923,0.22194
14/01/2018 19:00,0.182047,0.329488
14/01/2018 19:30,0.165105,0.296265
14/01/2018 20:00,0.201751,0.383242
14/01/2018 20:30,0.182599,0.341599
14/01/2018 21:00,0.202703,0.40347
14/01/2018 21:30,0.194232,0.354682
14/01/2018 22:00,0.186134,0.358658
14/01/2018 22:30,0.134799,0.278627
14/01/2018 23:00,0.0909774,0.214626
14/01/2018 23:30,0.0622415,0.149686
15/01/2018 0:00,0.0577055,0.139568
15/01/2018 0:30,0.0567994,0.120238
15/01/2018 1:00,0.0453766,0.0698264
15/01/2018 1:30,0.0413447,0.057022
15/01/2018 2:00,0.0989737,0.0843685
15/01/2018 2:30,0.0606744,0.0413634
15/01/2018 3:00,0.0369559,0.0437867
15/01/2018 3:30,0.0362118,0.0496011
15/01/2018 4:00,-0.0445442,-0.0661527
15/01/2018 4:30,-0.0428866,-0.065671
15/01/2018 5:00,-0.0859316,-0.137262
15/01/2018 5:30,-0.0692118,-0.109215
15/01/2018 6:00,-0.0730078,-0.115983
15/01/2018 6:30,-0.0881321,-0.141604
15/01/2018 7:00,-0.0290969,-0.0429776
15/01/2018 7:30,-0.0377424,-0.0585851
15/01/2018 8:00,0.0630463,0.104541
15/01/2018 8:30,0.0559405,0.0908357
15/01/2018 9:00,0.0970645,0.153385
15/01/2018 9:30,0.0712713,0.116758
15/01/2018 10:00,0.106224,0.126626
15/01/2018 10:30,0.0771848,0.0888655
15/01/2018 11:00,0.0752011,0.0667664
15/01/2018 11:30,0.067383,0.0750858
15/01/2018 12:00,0.054789,0.0556441
15/01/2018 12:30,0.0300652,0.0372777
15/01/2018 13:00,-0.0618092,-0.0970479
15/01/2018 13:30,-0.0649949,-0.103317
15/01/2018 14:00,-0.133597,-0.219965
15/01/2018 14:30,-0.131502,-0.217036
15/01/2018 15:00,-0.167907,-0.280852
15/01/2018 15:30,-0.141082,-0.234425
15/01/2018 16:00,-0.173919,-0.291855
15/01/2018 16:30,-0.142249,-0.236943
15/01/2018 17:00,-0.145018,-0.241812
15/01/2018 17:30,-0.11867,-0.196512
15/01/2018 18:00,-0.102868,-0.169465
15/01/2018 18:30,-0.0785839,-1.28E-01
15/01/2018 19:00,0.0601948,0.0975909
15/01/2018 19:30,0.0603108,0.100313
15/01/2018 20:00,0.148676,0.26105
15/01/2018 20:30,0.15382,0.273343
15/01/2018 21:00,0.189232,0.351447
15/01/2018 21:30,0.169499,0.309923
15/01/2018 22:00,0.191151,0.381713
15/01/2018 22:30,0.183538,0.350797
15/01/2018 23:00,0.17925,0.309498
15/01/2018 23:30,0.186847,0.309787
16/01/2018 0:00,0.176828,0.283944
16/01/2018 0:30,0.162817,0.235548
16/01/2018 1:00,0.138312,0.177355
16/01/2018 1:30,0.141165,0.176485
16/01/2018 2:00,0.0916885,0.121767
16/01/2018 2:30,0.0773098,0.0925149
16/01/2018 3:00,4.83E-03,0.00898843
16/01/2018 3:30,0.0284275,0.0411527
16/01/2018 4:00,-0.0886684,-0.142718
16/01/2018 4:30,-0.076924,-0.122907
16/01/2018 5:00,-0.105813,-0.172184
16/01/2018 5:30,-0.106788,-0.174282
16/01/2018 6:00,-0.115502,-0.189493
16/01/2018 6:30,-0.0988027,-0.160711
16/01/2018 7:00,-0.0506124,-0.0801639
16/01/2018 7:30,-0.0514269,-0.0811131
16/01/2018 8:00,0.0877467,0.149238
16/01/2018 8:30,0.0762324,0.127397
16/01/2018 9:00,0.117686,0.206685
16/01/2018 9:30,0.0862387,0.1436
16/01/2018 10:00,0.120384,0.203878
16/01/2018 10:30,0.0808894,0.133961
16/01/2018 11:00,0.109826,0.164907
16/01/2018 11:30,0.0781841,0.124424
16/01/2018 12:00,0.0815162,0.122943
16/01/2018 12:30,0.0777963,0.115333
16/01/2018 13:00,0.0580396,0.0899703
16/01/2018 13:30,0.0579293,0.0837653
16/01/2018 14:00,0.0269677,0.0466358
16/01/2018 14:30,0.03444,0.0476179
16/01/2018 15:00,-0.0584156,-0.0912929
16/01/2018 15:30,-0.0307389,-0.0464555
16/01/2018 16:00,-0.103425,-0.167438
16/01/2018 16:30,-0.0838088,-0.134814
16/01/2018 17:00,-0.129274,-0.212773
16/01/2018 17:30,-0.108535,-0.177431
16/01/2018 18:00,-0.121917,-0.200592
16/01/2018 18:30,-0.103993,-0.170042
16/01/2018 19:00,-0.0806352,-0.130156
16/01/2018 19:30,-0.0478284,-0.0754184
16/01/2018 20:00,0.0830004,0.139833
16/01/2018 20:30,0.0795256,0.133365
16/01/2018 21:00,0.121116,0.212532
16/01/2018 21:30,0.114845,0.199486
16/01/2018 22:00,0.139381,0.235489
16/01/2018 22:30,0.117131,0.197301
16/01/2018 23:00,0.143855,0.205592
16/01/2018 23:30,0.118689,1.57E-01
17/01/2018 0:00,0.113722,0.140731
17/01/2018 0:30,0.098302,0.12543
17/01/2018 1:00,0.0737505,0.0826008
17/01/2018 1:30,0.0661339,0.0820545
17/01/2018 2:00,0.0366902,0.0550431
17/01/2018 2:30,0.0397173,0.0612116
17/01/2018 3:00,-0.0482512,-0.0751149
17/01/2018 3:30,-0.0393203,-0.0606267
17/01/2018 4:00,-0.105096,-0.170417
17/01/2018 4:30,-0.0989608,-0.160749
17/01/2018 5:00,-0.147429,-0.244662
17/01/2018 5:30,-0.137917,-0.228614
17/01/2018 6:00,-0.157705,-0.263284
17/01/2018 6:30,-0.140698,-0.233943
17/01/2018 7:00,-0.132551,-0.219895
17/01/2018 7:30,-0.0978266,-0.160443
17/01/2018 8:00,-0.0338133,-0.0523601
17/01/2018 8:30,0.0250849,0.0400254
17/01/2018 9:00,0.114185,0.195905
17/01/2018 9:30,0.101882,0.173998
17/01/2018 10:00,0.136028,0.240271
17/01/2018 10:30,0.119452,0.20814
17/01/2018 11:00,0.146865,0.26674
17/01/2018 11:30,0.129468,0.22886
17/01/2018 12:00,0.135273,0.233569
17/01/2018 12:30,0.121494,0.207546
17/01/2018 13:00,0.13073,0.205736
17/01/2018 13:30,0.117645,0.167133
17/01/2018 14:00,0.0934555,1.44E-01
17/01/2018 14:30,9.96E-02,1.32E-01
17/01/2018 15:00,0.0615882,0.0921755
17/01/2018 15:30,0.065315,0.097072
17/01/2018 16:00,0.0159713,0.0271168
17/01/2018 16:30,0.0384311,0.0580797
17/01/2018 17:00,-0.0559374,-0.0878856
17/01/2018 17:30,-0.0275507,-0.0405234
17/01/2018 18:00,-0.0598781,-0.0937848
17/01/2018 18:30,-0.0435972,-0.0680129
17/01/2018 19:00,-0.0609338,-0.0950361
17/01/2018 19:30,-0.0240196,-0.0356623
17/01/2018 20:00,0.0344137,0.0553942
17/01/2018 20:30,0.0266252,0.0415719
17/01/2018 21:00,0.0697048,0.108575
17/01/2018 21:30,0.0623838,0.0992283
17/01/2018 22:00,0.0840438,0.0883526
17/01/2018 22:30,0.0741471,0.0845864
17/01/2018 23:00,0.0900962,0.0803181
17/01/2018 23:30,0.0511582,0.038763
18/01/2018 0:00,0.0398203,0.0279137
18/01/2018 0:30,0.0371613,0.0103251
18/01/2018 1:00,0.0411777,0.0177117
18/01/2018 1:30,0.0253558,0.0120399
18/01/2018 2:00,0.0145021,-0.000104409
18/01/2018 2:30,0.0262075,0.022981
18/01/2018 3:00,0.00706215,0.00440003
18/01/2018 3:30,0.0047077,0.00338193
18/01/2018 4:00,-0.0697158,-0.110591
18/01/2018 4:30,-0.0714549,-0.112857
18/01/2018 5:00,-0.113779,-0.185146
18/01/2018 5:30,-0.100666,-0.16324
18/01/2018 6:00,-0.137165,-0.226523
18/01/2018 6:30,-0.127069,-0.209488
18/01/2018 7:00,-0.139637,-0.23149
18/01/2018 7:30,-0.128088,-0.211754
18/01/2018 8:00,-0.118904,-0.196001
18/01/2018 8:30,-0.103266,-0.169363
18/01/2018 9:00,-0.0294595,-0.0449917
18/01/2018 9:30,0.0292123,0.047109
18/01/2018 10:00,0.103559,0.176944
18/01/2018 10:30,0.105692,0.181259
18/01/2018 11:00,0.136285,0.241802
18/01/2018 11:30,0.121578,0.211781
18/01/2018 12:00,0.145209,0.259982
18/01/2018 12:30,0.134,0.23247
18/01/2018 13:00,0.158887,0.24865
18/01/2018 13:30,0.138344,0.19411
18/01/2018 14:00,0.152018,0.214349
18/01/2018 14:30,0.0917933,0.110992
18/01/2018 15:00,0.0788468,0.0931127
18/01/2018 15:30,0.0532103,0.076439
18/01/2018 16:00,0.0663294,0.0590877
18/01/2018 16:30,0.0459435,0.0460103
18/01/2018 17:00,0.050838,0.0400466
18/01/2018 17:30,0.0405178,0.0287202
18/01/2018 18:00,0.043703,0.0284878
18/01/2018 18:30,0.0333244,0.0135676
18/01/2018 19:00,2.69E-02,0.0204503
18/01/2018 19:30,0.0196759,0.00738636
18/01/2018 20:00,0.0289853,0.0344465
18/01/2018 20:30,0.0282159,0.0312796
18/01/2018 21:00,2.80E-02,0.0310368
18/01/2018 21:30,0.0263626,0.0305176
18/01/2018 22:00,1.01E-02,-0.000800051
18/01/2018 22:30,0.0236991,0.0315472
18/01/2018 23:00,0.00805407,1.63E-03
18/01/2018 23:30,0.0196277,0.0293209
19/01/2018 0:00,0.00659212,-0.00257395
19/01/2018 0:30,0.0172819,2.25E-02
19/01/2018 1:00,1.87E-02,1.52E-02
19/01/2018 1:30,0.0120227,0.0130836
19/01/2018 2:00,0.0124194,0.0127284
19/01/2018 2:30,0.00855891,0.0101826
19/01/2018 3:00,-0.00623621,-0.00974249
19/01/2018 3:30,-0.0096994,-0.0122889
19/01/2018 4:00,-0.0505139,-0.0684576
19/01/2018 4:30,-0.0631831,-0.0986612
19/01/2018 5:00,-0.10987,-0.178089
19/01/2018 5:30,-0.113725,-0.18549
19/01/2018 6:00,-0.152513,-0.253326
19/01/2018 6:30,-0.157897,-0.263248
19/01/2018 7:00,-0.176188,-0.29567
19/01/2018 7:30,-0.162521,-0.271957
19/01/2018 8:00,-0.164588,-0.275755
19/01/2018 8:30,-0.14331,-0.238857
19/01/2018 9:00,-0.0926028,-0.151626
19/01/2018 9:30,-0.0481853,-0.0772985
19/01/2018 10:00,0.0588399,0.0955301
19/01/2018 10:30,0.0832205,0.139559
19/01/2018 11:00,0.126996,0.22039
19/01/2018 11:30,0.101366,0.173026
19/01/2018 12:00,0.143507,0.255579
19/01/2018 12:30,0.134228,0.237136
19/01/2018 13:00,0.156719,0.289315
19/01/2018 13:30,0.151802,0.277093
19/01/2018 14:00,0.166233,0.273949
19/01/2018 14:30,0.180412,0.291914
19/01/2018 15:00,0.147601,0.250008
19/01/2018 15:30,0.0751698,0.14485
19/01/2018 16:00,0.0510674,0.101898
19/01/2018 16:30,0.0623223,0.128468
19/01/2018 17:00,0.0460948,0.0825437
19/01/2018 17:30,0.0881465,0.123582
19/01/2018 18:00,0.0364303,0.0470278
19/01/2018 18:30,0.0451076,0.0586308
19/01/2018 19:00,0.0361087,0.0341658
19/01/2018 19:30,0.0365712,0.0287692
19/01/2018 20:00,0.0270204,0.0203264
19/01/2018 20:30,0.0160365,0.011043
19/01/2018 21:00,0.0138646,0.00495866
19/01/2018 21:30,0.00809543,0.00382126
19/01/2018 22:00,0.00622252,0.00157613
19/01/2018 22:30,0.00428471,-0.000598294
19/01/2018 23:00,0.00305641,-1.29E-05
19/01/2018 23:30,0.0101613,0.000256044
20/01/2018 0:00,0.0108558,-0.000448867
20/01/2018 0:30,0.00755692,-0.000302386
20/01/2018 1:00,0.00933946,0.000487076
20/01/2018 1:30,0.019019,0.00365385
20/01/2018 2:00,7.32E-03,-0.000655136
20/01/2018 2:30,0.00541404,0.000741424
20/01/2018 3:00,0.00394593,-0.00445754
20/01/2018 3:30,0.0148673,0.0182391
20/01/2018 4:00,0.0128293,0.0132103
20/01/2018 4:30,0.00366688,0.00177506
20/01/2018 5:00,-0.0424944,-0.0568741
20/01/2018 5:30,-0.0580285,-0.0848757
20/01/2018 6:00,-0.0897479,-0.143473
20/01/2018 6:30,-0.106521,-0.172759
20/01/2018 7:00,-0.138898,-0.229336
20/01/2018 7:30,-0.142305,-0.235803
20/01/2018 8:00,-0.167707,-0.280469
20/01/2018 8:30,-0.167073,-0.279784
20/01/2018 9:00,-0.168455,-0.282461
20/01/2018 9:30,-0.146081,-0.243558
20/01/2018 10:00,-0.109186,-0.17986
20/01/2018 10:30,-0.0753174,-0.122348
20/01/2018 11:00,0.0630571,0.103591
20/01/2018 11:30,0.110385,0.188914
20/01/2018 12:00,0.139755,0.246164
20/01/2018 12:30,0.11092,0.190768
20/01/2018 13:00,0.142931,0.255436
20/01/2018 13:30,0.12841,0.22431
20/01/2018 14:00,0.154038,0.283008
20/01/2018 14:30,0.147265,0.26274
20/01/2018 15:00,0.168433,0.280318
20/01/2018 15:30,0.175346,0.287988
20/01/2018 16:00,0.0671177,0.121552
20/01/2018 16:30,0.0600027,0.121101
20/01/2018 17:00,0.0493832,0.0994524
20/01/2018 17:30,0.0453365,0.0861324
20/01/2018 18:00,0.0394046,0.06484
20/01/2018 18:30,0.0387412,0.0561715
20/01/2018 19:00,0.0343015,0.0464192
20/01/2018 19:30,0.0398614,0.0408988
20/01/2018 20:00,0.0285899,0.0220214
20/01/2018 20:30,0.0258897,0.0209935
20/01/2018 21:00,0.0194044,0.0124068
20/01/2018 21:30,0.0214602,0.0109851
20/01/2018 22:00,0.0214615,-0.00309912
20/01/2018 22:30,1.92E-02,0.00651743
20/01/2018 23:00,0.0124603,-0.00148276
20/01/2018 23:30,0.0117491,0.00218744
21/01/2018 0:00,0.0109902,0.00119399
21/01/2018 0:30,0.0089647,0.000287424
21/01/2018 1:00,0.00880209,-0.00125438
21/01/2018 1:30,0.00895041,0.00520214
21/01/2018 2:00,0.0183424,0.0315041
21/01/2018 2:30,0.00959247,0.0111394
21/01/2018 3:00,0.00221798,-0.00163141
21/01/2018 3:30,-0.0525232,-0.0761634
21/01/2018 4:00,-0.0520388,-0.0752519
21/01/2018 4:30,-0.0765096,-0.120871
21/01/2018 5:00,-0.0922178,-0.148164
21/01/2018 5:30,-0.121285,-0.198543
21/01/2018 6:00,-0.131962,-0.217564
21/01/2018 6:30,-0.155469,-0.258911
21/01/2018 7:00,-0.182115,-0.305963
21/01/2018 7:30,-0.181398,-0.305155
21/01/2018 8:00,-0.201487,-0.340457
21/01/2018 8:30,-0.195256,-0.329656
21/01/2018 9:00,-0.200985,-0.339971
21/01/2018 9:30,-0.16417,-0.275498
21/01/2018 10:00,-1.46E-01,-2.43E-01
21/01/2018 10:30,-0.0921106,-0.151662
21/01/2018 11:00,-0.0175693,-0.0281952
21/01/2018 11:30,0.0542944,0.0857105
21/01/2018 12:00,0.0851892,0.141233
21/01/2018 12:30,0.0935476,0.157581
21/01/2018 13:00,0.152248,0.264445
21/01/2018 13:30,0.132347,0.229607
21/01/2018 14:00,0.18706,0.337227
21/01/2018 14:30,0.175892,0.316822
21/01/2018 15:00,0.206007,0.386991
21/01/2018 15:30,0.192099,0.358829
21/01/2018 16:00,0.202423,0.402764
21/01/2018 16:30,0.191169,0.379135
21/01/2018 17:00,0.195275,0.362049
21/01/2018 17:30,0.197121,0.3628
21/01/2018 18:00,0.118884,0.233081
21/01/2018 18:30,0.0803267,0.214402
21/01/2018 19:00,0.0639855,0.169372
21/01/2018 19:30,0.0765984,0.179148
21/01/2018 20:00,0.0644501,0.134635
21/01/2018 20:30,0.0701226,0.149703
21/01/2018 21:00,0.060213,0.0975927
21/01/2018 21:30,0.0535111,0.0752658
21/01/2018 22:00,0.0408545,0.0449928
21/01/2018 22:30,0.0381103,0.0359959
21/01/2018 23:00,0.0261023,0.0213427
21/01/2018 23:30,0.0247427,0.0184552
22/01/2018 0:00,0.0275013,0.00961434
22/01/2018 0:30,0.024778,0.00996814
22/01/2018 1:00,0.0185993,0.00509553
22/01/2018 1:30,0.016625,0.00242782
22/01/2018 2:00,0.0122299,-0.000710712
22/01/2018 2:30,0.0105019,0.00163259
22/01/2018 3:00,0.00860953,-0.00407906
22/01/2018 3:30,0.0170836,0.0201716
22/01/2018 4:00,0.0163204,0.0148551
22/01/2018 4:30,-0.0401534,-0.0562998
22/01/2018 5:00,-0.0369465,-0.0517804
22/01/2018 5:30,-0.0754839,-0.118804
22/01/2018 6:00,-0.0686704,-0.108147
22/01/2018 6:30,-0.0938143,-0.150843
22/01/2018 7:00,-0.103571,-0.168042
22/01/2018 7:30,-0.118297,-0.193773
22/01/2018 8:00,-0.133137,-0.21986
22/01/2018 8:30,-0.139478,-0.231285
22/01/2018 9:00,-0.161215,-0.26947
22/01/2018 9:30,-0.153889,-0.25699
22/01/2018 10:00,-0.173145,-0.290766
22/01/2018 10:30,-0.168459,-0.282742
22/01/2018 11:00,-0.176232,-0.296496
22/01/2018 11:30,-0.155972,-0.261191
22/01/2018 12:00,-0.141155,-0.235576
22/01/2018 12:30,-0.107228,-0.177355
22/01/2018 13:00,9.39E-05,0.00226508
22/01/2018 13:30,0.124358,0.210457
22/01/2018 14:00,0.168793,0.297073
22/01/2018 14:30,0.163793,0.290003
22/01/2018 15:00,0.207655,0.382647
22/01/2018 15:30,0.195021,0.358548
22/01/2018 16:00,0.210162,0.400101
22/01/2018 16:30,0.196928,0.376151
22/01/2018 17:00,0.206046,0.422302
22/01/2018 17:30,0.198226,0.364239
22/01/2018 18:00,0.209474,0.388429
22/01/2018 18:30,0.105712,0.219746
22/01/2018 19:00,0.0918653,0.222233
22/01/2018 19:30,0.0676835,0.195964
22/01/2018 20:00,0.0772409,0.182653
22/01/2018 20:30,0.0750164,0.173269
22/01/2018 21:00,0.0791968,0.119942
22/01/2018 21:30,0.0726004,0.13432
22/01/2018 22:00,0.0476532,0.0705366
22/01/2018 22:30,0.0351499,0.0448788
22/01/2018 23:00,0.0319242,0.0287709
22/01/2018 23:30,0.0302864,0.027986
23/01/2018 0:00,0.0263403,0.0165774
23/01/2018 0:30,3.30E-02,1.70E-02
23/01/2018 1:00,1.92E-02,0.00701888
23/01/2018 1:30,0.02336,0.00748295
23/01/2018 2:00,0.013609,-0.00126464
23/01/2018 2:30,0.0102756,-0.000226144
23/01/2018 3:00,0.0163765,0.00389527
23/01/2018 3:30,9.52E-03,-0.00134842
23/01/2018 4:00,0.0139166,-3.65E-05
23/01/2018 4:30,0.0187785,0.0210969
23/01/2018 5:00,0.00782719,-0.00193916
23/01/2018 5:30,0.00676393,0.00369939
23/01/2018 6:00,0.00583987,0.00683369
23/01/2018 6:30,-0.0512537,-0.0755042
23/01/2018 7:00,-0.0690266,-0.107879
23/01/2018 7:30,-0.100293,-0.161763
23/01/2018 8:00,-0.118295,-0.193338
23/01/2018 8:30,-0.133157,-0.219644
23/01/2018 9:00,-0.16728,-0.279591
23/01/2018 9:30,-0.174621,-0.292925
23/01/2018 10:00,-0.205825,-0.347908
23/01/2018 10:30,-0.196955,-0.332717
23/01/2018 11:00,-0.214599,-0.363697
23/01/2018 11:30,-0.192469,-0.324953
23/01/2018 12:00,-0.180189,-0.303493
23/01/2018 12:30,-0.117661,-0.195192
23/01/2018 13:00,-0.0541356,-0.0879472
23/01/2018 13:30,0.0717002,0.114069
23/01/2018 14:00,0.126326,0.214526
23/01/2018 14:30,0.107424,0.183702
23/01/2018 15:00,0.145348,0.25204
23/01/2018 15:30,0.140177,0.244486
23/01/2018 16:00,0.187297,0.339523
23/01/2018 16:30,0.17244,0.310975
23/01/2018 17:00,0.210162,0.401646
23/01/2018 17:30,0.200442,0.386725
23/01/2018 18:00,0.199861,0.399816
23/01/2018 18:30,0.199331,0.371291
23/01/2018 19:00,0.179624,0.348189
23/01/2018 19:30,0.124261,0.248011
23/01/2018 20:00,0.0815741,0.191852
23/01/2018 20:30,0.063957,0.15554
23/01/2018 21:00,0.0616462,0.140076
23/01/2018 21:30,0.0500308,0.114905
23/01/2018 22:00,0.0392868,0.0791692
23/01/2018 22:30,0.0561795,0.100913
23/01/2018 23:00,0.0330604,0.0467117
23/01/2018 23:30,0.0346934,0.0452011
24/01/2018 0:00,0.0406559,0.0303883
24/01/2018 0:30,0.0305002,0.0225711
24/01/2018 1:00,0.0368662,0.0203918
24/01/2018 1:30,0.0295445,0.0153194
24/01/2018 2:00,0.0192262,0.00676951
24/01/2018 2:30,0.0360221,0.0343222
24/01/2018 3:00,0.0313831,0.0276831
24/01/2018 3:30,0.0217785,0.0228032
24/01/2018 4:00,0.0168507,0.0212041
24/01/2018 4:30,-0.0170689,-0.0215703
24/01/2018 5:00,0.0127318,0.0149932
24/01/2018 5:30,-0.0549351,-0.081626
24/01/2018 6:00,-0.000627159,-0.00197998
24/01/2018 6:30,-0.0564344,-8.94E-02
24/01/2018 7:00,-0.0393668,-0.0585963
24/01/2018 7:30,-0.074575,-0.117401
24/01/2018 8:00,-0.0683118,-0.107995
24/01/2018 8:30,-0.0998086,-0.161619
24/01/2018 9:00,-0.129062,-0.212485
24/01/2018 9:30,-0.141647,-0.234868
24/01/2018 10:00,-0.175138,-0.293605
24/01/2018 10:30,-0.186001,-0.313069
24/01/2018 11:00,-0.225568,-0.382935
24/01/2018 11:30,-0.208378,-0.352792
24/01/2018 12:00,-0.231961,-0.394164
24/01/2018 12:30,-0.207871,-0.35186
24/01/2018 13:00,-0.178993,-0.301285
24/01/2018 13:30,-0.0927056,-0.152857
24/01/2018 14:00,-0.0378299,-0.0616472
24/01/2018 14:30,0.0936016,0.150231
24/01/2018 15:00,0.183225,0.321027
24/01/2018 15:30,0.157668,0.277309
24/01/2018 16:00,0.191026,0.34142
24/01/2018 16:30,0.182784,0.327925
24/01/2018 17:00,0.216123,0.401122
24/01/2018 17:30,0.180766,0.327711
24/01/2018 18:00,0.213154,0.407744
24/01/2018 18:30,0.19904,0.380727
24/01/2018 19:00,0.203882,0.419315
24/01/2018 19:30,0.180066,0.348297
24/01/2018 20:00,0.195085,0.363316
24/01/2018 20:30,0.140631,0.276157
24/01/2018 21:00,0.0950238,0.200759
24/01/2018 21:30,0.0720822,0.191518
24/01/2018 22:00,0.0602613,0.137727
24/01/2018 22:30,0.0537348,0.140067
24/01/2018 23:00,0.0417611,0.0762662
24/01/2018 23:30,0.0428132,0.0873834
25/01/2018 0:00,0.034968,0.0534182
25/01/2018 0:30,0.0473573,0.0432222
25/01/2018 1:00,0.0618589,0.0514595
25/01/2018 1:30,0.0485705,0.0327678
25/01/2018 2:00,0.0214773,0.0300664
25/01/2018 2:30,0.00627987,0.0103828
25/01/2018 3:00,-0.0378637,-5.49E-02
25/01/2018 3:30,-0.050656,-0.07825
25/01/2018 4:00,-0.0524871,-0.0807907
25/01/2018 4:30,-0.0770096,-0.121966
25/01/2018 5:00,-0.0321481,-0.0475009
25/01/2018 5:30,-0.0676041,-0.107078
25/01/2018 6:00,-2.47E-02,-0.0365179
25/01/2018 6:30,-0.0586704,-0.0920399
25/01/2018 7:00,0.0236508,0.0384366
25/01/2018 7:30,-0.062595,-0.0995174
25/01/2018 8:00,-0.0497535,-0.0788207
25/01/2018 8:30,-0.0768327,-0.122922
25/01/2018 9:00,-0.0976539,-0.159215
25/01/2018 9:30,-0.126178,-0.208239
25/01/2018 10:00,-0.1579,-0.263634
25/01/2018 10:30,-0.156418,-0.261453
25/01/2018 11:00,-0.202348,-0.341896
25/01/2018 11:30,-0.192974,-0.325805
25/01/2018 12:00,-0.217589,-0.368889
25/01/2018 12:30,-0.191008,-0.322267
25/01/2018 13:00,-2.07E-01,-0.350031
25/01/2018 13:30,-0.140704,-0.234803
25/01/2018 14:00,-0.117933,-0.195894
25/01/2018 14:30,-0.0576286,-0.0944333
25/01/2018 15:00,0.0497897,0.0780591
25/01/2018 15:30,0.118234,0.198557
25/01/2018 16:00,0.147396,0.253934
25/01/2018 16:30,0.123558,0.212898
25/01/2018 17:00,0.205889,0.368634
25/01/2018 17:30,0.190682,0.34262
25/01/2018 18:00,0.22932,0.426352
25/01/2018 18:30,0.217378,0.404998
25/01/2018 19:00,0.244724,0.486172
25/01/2018 19:30,0.22706,0.446313
25/01/2018 20:00,0.224841,0.467001
25/01/2018 20:30,0.213074,0.406825
25/01/2018 21:00,0.22382,0.426021
25/01/2018 21:30,0.146807,0.272661
25/01/2018 22:00,0.133462,0.247572
25/01/2018 22:30,0.0783257,0.168963
25/01/2018 23:00,0.0899577,0.156184
25/01/2018 23:30,0.0546115,1.02E-01
26/01/2018 0:00,0.0592738,0.0865103
26/01/2018 0:30,0.0469595,0.0649582
26/01/2018 1:00,0.123024,0.126912
26/01/2018 1:30,0.0691042,0.0532089
26/01/2018 2:00,0.0632645,0.0544705
26/01/2018 2:30,0.0535282,0.0460427
26/01/2018 3:00,0.0332361,0.0406391
26/01/2018 3:30,0.039464,0.050956
26/01/2018 4:00,0.0142753,0.0144157
26/01/2018 4:30,0.00106043,0.00561894
26/01/2018 5:00,0.0216537,0.028086
26/01/2018 5:30,-0.0232837,-0.0318013
26/01/2018 6:00,0.0152373,0.0197329
26/01/2018 6:30,-0.0150178,-0.017679
26/01/2018 7:00,0.0284374,0.0334132
26/01/2018 7:30,-0.0012428,-0.00202346
